timestamp,temperature
2026-01-01 02:20:00,25.19
2026-01-01 02:21:00,24.1
2026-01-01 02:22:00,24.34
2026-01-01 02:23:00,23.73
2026-01-01 02:24:00,24.26
2026-01-01 02:25:00,23.97
2026-01-01 02:26:00,24.2
2026-01-01 02:27:00,24.05
2026-01-01 02:28:00,24.76
2026-01-01 02:29:00,24.16
2026-01-01 02:30:00,24.44
2026-01-01 02:31:00,24.59
2026-01-01 02:32:00,24.97
2026-01-01 02:33:00,24.54
2026-01-01 02:34:00,24.45
2026-01-01 02:35:00,24.48
2026-01-01 02:36:00,24.48
2026-01-01 02:37:00,24.4
2026-01-01 02:38:00,24.64
2026-01-01 02:39:00,24.6
2026-01-01 02:40:00,24.34
2026-01-01 02:41:00,25.01
2026-01-01 02:42:00,24.52
2026-01-01 02:43:00,25.06
2026-01-01 02:44:00,24.0
2026-01-01 02:45:00,24.48
2026-01-01 02:46:00,25.04
2026-01-01 02:47:00,24.31
2026-01-01 02:48:00,24.7
2026-01-01 02:49:00,25.14
2026-01-01 02:50:00,24.55
2026-01-01 02:51:00,24.81
2026-01-01 02:52:00,24.53
2026-01-01 02:53:00,24.43
2026-01-01 02:54:00,24.08
2026-01-01 02:55:00,25.19
2026-01-01 02:56:00,25.33
2026-01-01 02:57:00,24.99
2026-01-01 02:58:00,24.72
2026-01-01 02:59:00,24.7
2026-01-01 03:00:00,24.73
2026-01-01 03:01:00,24.13
2026-01-01 03:02:00,25.05
2026-01-01 03:03:00,25.03
2026-01-01 03:04:00,24.66
2026-01-01 03:05:00,24.84
2026-01-01 03:06:00,25.08
2026-01-01 03:07:00,25.32
2026-01-01 03:08:00,25.04
2026-01-01 03:09:00,24.82
2026-01-01 03:10:00,25.23
2026-01-01 03:11:00,24.23
2026-01-01 03:12:00,25.45
2026-01-01 03:13:00,25.32
2026-01-01 03:14:00,24.93
2026-01-01 03:15:00,24.99
2026-01-01 03:16:00,25.58
2026-01-01 03:17:00,25.4
2026-01-01 03:18:00,25.08
2026-01-01 03:19:00,25.46
2026-01-01 03:20:00,24.27
2026-01-01 03:21:00,25.17
2026-01-01 03:22:00,25.28
2026-01-01 03:23:00,24.96
2026-01-01 03:24:00,25.51
2026-01-01 03:25:00,25.12
2026-01-01 03:26:00,25.76
2026-01-01 03:27:00,24.83
2026-01-01 03:28:00,25.02
2026-01-01 03:29:00,25.77
2026-01-01 03:30:00,25.09
2026-01-01 03:31:00,24.49
2026-01-01 03:32:00,24.95
2026-01-01 03:33:00,24.81
2026-01-01 03:34:00,25.32
2026-01-01 03:35:00,25.49
2026-01-01 03:36:00,25.85
2026-01-01 03:37:00,25.48
2026-01-01 03:38:00,25.58
2026-01-01 03:39:00,25.4
2026-01-01 03:40:00,25.71
2026-01-01 03:41:00,25.43
2026-01-01 03:42:00,25.73
2026-01-01 03:43:00,25.07
2026-01-01 03:44:00,25.76
2026-01-01 03:45:00,25.49
2026-01-01 03:46:00,25.43
2026-01-01 03:47:00,25.22
2026-01-01 03:48:00,41.08
2026-01-01 03:49:00,25.69
2026-01-01 03:50:00,25.99
2026-01-01 03:51:00,25.96
2026-01-01 03:52:00,25.4
2026-01-01 03:53:00,25.94
2026-01-01 03:54:00,25.11
2026-01-01 03:55:00,25.14
2026-01-01 03:56:00,25.01
2026-01-01 03:57:00,25.19
2026-01-01 03:58:00,25.69
2026-01-01 03:59:00,25.35
2026-01-01 04:00:00,25.4
2026-01-01 04:01:00,25.18
2026-01-01 04:02:00,25.01
2026-01-01 04:03:00,25.85
2026-01-01 04:04:00,25.39
2026-01-01 04:05:00,25.84
2026-01-01 04:06:00,25.52
2026-01-01 04:07:00,25.37
2026-01-01 04:08:00,24.14
2026-01-01 04:09:00,25.91
2026-01-01 04:10:00,25.7
2026-01-01 04:11:00,25.55
2026-01-01 04:12:00,25.64
2026-01-01 04:13:00,25.88
2026-01-01 04:14:00,26.33
2026-01-01 04:15:00,25.25
2026-01-01 04:16:00,25.87
2026-01-01 04:17:00,25.34
2026-01-01 04:18:00,26.03
2026-01-01 04:19:00,26.25
2026-01-01 04:20:00,25.47
2026-01-01 04:21:00,25.11
2026-01-01 04:22:00,26.22
2026-01-01 04:23:00,25.6
2026-01-01 04:24:00,26.39
2026-01-01 04:25:00,25.7
2026-01-01 04:26:00,25.49
2026-01-01 04:27:00,26.24
2026-01-01 04:28:00,25.88
2026-01-01 04:29:00,25.61
2026-01-01 04:30:00,25.84
2026-01-01 04:31:00,25.83
2026-01-01 04:32:00,25.41
2026-01-01 04:33:00,25.61
2026-01-01 04:34:00,25.22
2026-01-01 04:35:00,25.34
2026-01-01 04:36:00,25.9
2026-01-01 04:37:00,26.28
2026-01-01 04:38:00,25.71
2026-01-01 04:39:00,26.21
2026-01-01 04:40:00,26.4
2026-01-01 04:41:00,25.33
2026-01-01 04:42:00,26.12
2026-01-01 04:43:00,26.01
2026-01-01 04:44:00,25.78
2026-01-01 04:45:00,25.82
2026-01-01 04:46:00,25.87
2026-01-01 04:47:00,25.23
2026-01-01 04:48:00,25.75
2026-01-01 04:49:00,26.47
2026-01-01 04:50:00,25.41
2026-01-01 04:51:00,25.69
2026-01-01 04:52:00,25.98
2026-01-01 04:53:00,25.84
2026-01-01 04:54:00,26.48
2026-01-01 04:55:00,25.26
2026-01-01 04:56:00,25.12
2026-01-01 04:57:00,25.64
2026-01-01 04:58:00,25.66
2026-01-01 04:59:00,25.75
2026-01-01 05:00:00,26.1
2026-01-01 05:01:00,26.11
2026-01-01 05:02:00,26.45
2026-01-01 05:03:00,25.45
2026-01-01 05:04:00,26.43
2026-01-01 05:05:00,25.23
2026-01-01 05:06:00,25.96
2026-01-01 05:07:00,26.19
2026-01-01 05:08:00,26.45
2026-01-01 05:09:00,26.32
2026-01-01 05:10:00,26.21
2026-01-01 05:11:00,25.64
2026-01-01 05:12:00,25.74
2026-01-01 05:13:00,25.76
2026-01-01 05:14:00,26.64
2026-01-01 05:15:00,25.58
2026-01-01 05:16:00,26.65
2026-01-01 05:17:00,25.82
2026-01-01 05:18:00,26.0
2026-01-01 05:19:00,25.88
2026-01-01 05:20:00,25.91
2026-01-01 05:21:00,25.58
2026-01-01 05:22:00,26.6
2026-01-01 05:23:00,25.64
2026-01-01 05:24:00,26.43
2026-01-01 05:25:00,25.4
2026-01-01 05:26:00,25.88
2026-01-01 05:27:00,26.66
2026-01-01 05:28:00,26.59
2026-01-01 05:29:00,26.47
2026-01-01 05:30:00,26.14
2026-01-01 05:31:00,25.75
2026-01-01 05:32:00,26.15
2026-01-01 05:33:00,25.57
2026-01-01 05:34:00,25.73
2026-01-01 05:35:00,26.65
2026-01-01 05:36:00,25.99
2026-01-01 05:37:00,26.07
2026-01-01 05:38:00,26.11
2026-01-01 05:39:00,26.32
2026-01-01 05:40:00,26.67
2026-01-01 05:41:00,25.2
2026-01-01 05:42:00,25.88
2026-01-01 05:43:00,26.55
2026-01-01 05:44:00,25.08
2026-01-01 05:45:00,26.66
2026-01-01 05:46:00,25.07
2026-01-01 05:47:00,25.78
2026-01-01 05:48:00,26.79
2026-01-01 05:49:00,26.7
2026-01-01 05:50:00,26.44
2026-01-01 05:51:00,26.92
2026-01-01 05:52:00,25.98
2026-01-01 05:53:00,26.19
2026-01-01 05:54:00,25.41
2026-01-01 05:55:00,26.26
2026-01-01 05:56:00,25.79
2026-01-01 05:57:00,26.5
2026-01-01 05:58:00,25.61
2026-01-01 05:59:00,25.97
2026-01-01 06:00:00,25.73
2026-01-01 06:01:00,25.86
2026-01-01 06:02:00,25.99
2026-01-01 06:03:00,25.98
2026-01-01 06:04:00,26.44
2026-01-01 06:05:00,25.77
2026-01-01 06:06:00,25.87
2026-01-01 06:07:00,25.35
2026-01-01 06:08:00,25.82
2026-01-01 06:09:00,25.66
2026-01-01 06:10:00,26.53
2026-01-01 06:11:00,26.25
2026-01-01 06:12:00,25.83
2026-01-01 06:13:00,26.3
2026-01-01 06:14:00,26.36
2026-01-01 06:15:00,25.47
2026-01-01 06:16:00,25.88
2026-01-01 06:17:00,26.32
2026-01-01 06:18:00,25.65
2026-01-01 06:19:00,26.21
2026-01-01 06:20:00,25.93
2026-01-01 06:21:00,26.18
2026-01-01 06:22:00,25.15
2026-01-01 06:23:00,26.44
2026-01-01 06:24:00,25.6
2026-01-01 06:25:00,25.2
2026-01-01 06:26:00,25.72
2026-01-01 06:27:00,25.75
2026-01-01 06:28:00,25.96
2026-01-01 06:29:00,25.96
2026-01-01 06:30:00,25.87
2026-01-01 06:31:00,26.38
2026-01-01 06:32:00,25.45
2026-01-01 06:33:00,25.68
2026-01-01 06:34:00,25.53
2026-01-01 06:35:00,26.05
2026-01-01 06:36:00,26.05
2026-01-01 06:37:00,26.39
2026-01-01 06:38:00,26.53
2026-01-01 06:39:00,25.53
2026-01-01 06:40:00,26.02
2026-01-01 06:41:00,26.08
2026-01-01 06:42:00,25.37
2026-01-01 06:43:00,25.87
2026-01-01 06:44:00,25.55
2026-01-01 06:45:00,26.56
2026-01-01 06:46:00,25.92
2026-01-01 06:47:00,25.32
2026-01-01 06:48:00,25.95
2026-01-01 06:49:00,26.17
2026-01-01 06:50:00,26.2
2026-01-01 06:51:00,25.95
2026-01-01 06:52:00,25.13
2026-01-01 06:53:00,26.01
2026-01-01 06:54:00,26.26
2026-01-01 06:55:00,26.07
2026-01-01 06:56:00,25.7
2026-01-01 06:57:00,25.69
2026-01-01 06:58:00,25.72
2026-01-01 06:59:00,25.43
2026-01-01 07:00:00,25.89
2026-01-01 07:01:00,26.44
2026-01-01 07:02:00,26.52
2026-01-01 07:03:00,25.87
2026-01-01 07:04:00,25.87
2026-01-01 07:05:00,25.65
2026-01-01 07:06:00,25.61
2026-01-01 07:07:00,25.94
2026-01-01 07:08:00,26.29
2026-01-01 07:09:00,25.69
2026-01-01 07:10:00,26.1
2026-01-01 07:11:00,25.9
2026-01-01 07:12:00,26.06
2026-01-01 07:13:00,25.44
2026-01-01 07:14:00,25.98
2026-01-01 07:15:00,25.22
2026-01-01 07:16:00,26.32
2026-01-01 07:17:00,25.74
2026-01-01 07:18:00,26.57
2026-01-01 07:19:00,25.5
2026-01-01 07:20:00,25.27
2026-01-01 07:21:00,25.34
2026-01-01 07:22:00,24.99
2026-01-01 07:23:00,25.72
2026-01-01 07:24:00,24.92
2026-01-01 07:25:00,25.48
2026-01-01 07:26:00,25.7
2026-01-01 07:27:00,25.26
2026-01-01 07:28:00,25.69
2026-01-01 07:29:00,26.0
2026-01-01 07:30:00,25.25
2026-01-01 07:31:00,25.17
2026-01-01 07:32:00,25.13
2026-01-01 07:33:00,25.6
2026-01-01 07:34:00,25.64
2026-01-01 07:35:00,25.82
2026-01-01 07:36:00,25.58
2026-01-01 07:37:00,25.96
2026-01-01 07:38:00,25.43
2026-01-01 07:39:00,26.08
2026-01-01 07:40:00,25.81
2026-01-01 07:41:00,25.84
2026-01-01 07:42:00,25.39
2026-01-01 07:43:00,25.01
2026-01-01 07:44:00,25.97
2026-01-01 07:45:00,25.75
2026-01-01 07:46:00,25.18
2026-01-01 07:47:00,25.46
2026-01-01 07:48:00,25.68
2026-01-01 07:49:00,25.96
2026-01-01 07:50:00,25.99
2026-01-01 07:51:00,25.24
2026-01-01 07:52:00,25.27
2026-01-01 07:53:00,24.78
2026-01-01 07:54:00,25.55
2026-01-01 07:55:00,25.12
2026-01-01 07:56:00,25.87
2026-01-01 07:57:00,25.5
2026-01-01 07:58:00,25.5
2026-01-01 07:59:00,24.69
2026-01-01 08:00:00,25.86
2026-01-01 08:01:00,25.34
2026-01-01 08:02:00,25.44
2026-01-01 08:03:00,24.93
2026-01-01 08:04:00,25.2
2026-01-01 08:05:00,25.25
2026-01-01 08:06:00,25.49
2026-01-01 08:07:00,25.82
2026-01-01 08:08:00,25.75
2026-01-01 08:09:00,25.45
2026-01-01 08:10:00,25.2
2026-01-01 08:11:00,25.0
2026-01-01 08:12:00,25.58
2026-01-01 08:13:00,25.73
2026-01-01 08:14:00,25.72
2026-01-01 08:15:00,25.73
2026-01-01 08:16:00,25.71
2026-01-01 08:17:00,25.37
2026-01-01 08:18:00,25.21
2026-01-01 08:19:00,25.25
2026-01-01 08:20:00,25.14
2026-01-01 08:21:00,40.1
2026-01-01 08:22:00,25.39
2026-01-01 08:23:00,25.53
2026-01-01 08:24:00,25.03
2026-01-01 08:25:00,25.62
2026-01-01 08:26:00,24.79
2026-01-01 08:27:00,25.91
2026-01-01 08:28:00,25.02
2026-01-01 08:29:00,26.15
2026-01-01 08:30:00,24.5
2026-01-01 08:31:00,25.52
2026-01-01 08:32:00,24.5
2026-01-01 08:33:00,25.26
2026-01-01 08:34:00,26.06
2026-01-01 08:35:00,25.44
2026-01-01 08:36:00,25.13
2026-01-01 08:37:00,25.25
2026-01-01 08:38:00,25.2
2026-01-01 08:39:00,25.04
2026-01-01 08:40:00,25.36
2026-01-01 08:41:00,25.11
2026-01-01 08:42:00,25.34
2026-01-01 08:43:00,24.56
2026-01-01 08:44:00,25.05
2026-01-01 08:45:00,25.46
2026-01-01 08:46:00,25.73
2026-01-01 08:47:00,25.62
2026-01-01 08:48:00,24.67
2026-01-01 08:49:00,25.03
2026-01-01 08:50:00,24.58
2026-01-01 08:51:00,25.34
2026-01-01 08:52:00,25.55
2026-01-01 08:53:00,24.77
2026-01-01 08:54:00,24.94
2026-01-01 08:55:00,24.65
2026-01-01 08:56:00,24.68
2026-01-01 08:57:00,25.35
2026-01-01 08:58:00,25.33
2026-01-01 08:59:00,24.61
2026-01-01 09:00:00,25.15
2026-01-01 09:01:00,24.6
2026-01-01 09:02:00,25.05
2026-01-01 09:03:00,24.7
2026-01-01 09:04:00,24.15
2026-01-01 09:05:00,24.35
2026-01-01 09:06:00,24.78
2026-01-01 09:07:00,25.36
2026-01-01 09:08:00,24.53
2026-01-01 09:09:00,25.29
2026-01-01 09:10:00,24.95
2026-01-01 09:11:00,24.02
2026-01-01 09:12:00,24.57
2026-01-01 09:13:00,24.62
2026-01-01 09:14:00,24.07
2026-01-01 09:15:00,24.52
2026-01-01 09:16:00,25.15
2026-01-01 09:17:00,24.85
2026-01-01 09:18:00,25.01
2026-01-01 09:19:00,24.62
2026-01-01 09:20:00,24.15
2026-01-01 09:21:00,24.58
2026-01-01 09:22:00,24.0
2026-01-01 09:23:00,40.17
2026-01-01 09:24:00,24.4
2026-01-01 09:25:00,24.09
2026-01-01 09:26:00,24.38
2026-01-01 09:27:00,23.44
2026-01-01 09:28:00,24.37
2026-01-01 09:29:00,25.17
2026-01-01 09:30:00,23.99
2026-01-01 09:31:00,24.31
2026-01-01 09:32:00,23.81
2026-01-01 09:33:00,24.65
2026-01-01 09:34:00,24.29
2026-01-01 09:35:00,25.14
2026-01-01 09:36:00,24.43
2026-01-01 09:37:00,24.19
2026-01-01 09:38:00,24.54
2026-01-01 09:39:00,24.11
2026-01-01 09:40:00,23.76
2026-01-01 09:41:00,24.4
2026-01-01 09:42:00,24.2
2026-01-01 09:43:00,24.32
2026-01-01 09:44:00,24.39
2026-01-01 09:45:00,24.02
2026-01-01 09:46:00,24.38
2026-01-01 09:47:00,24.89
2026-01-01 09:48:00,23.74
2026-01-01 09:49:00,24.86
2026-01-01 09:50:00,24.05
2026-01-01 09:51:00,23.83
2026-01-01 09:52:00,25.09
2026-01-01 09:53:00,24.17
2026-01-01 09:54:00,24.64
2026-01-01 09:55:00,24.4
2026-01-01 09:56:00,23.39
2026-01-01 09:57:00,24.09
2026-01-01 09:58:00,23.82
2026-01-01 09:59:00,23.48
2026-01-01 10:00:00,23.29
2026-01-01 10:01:00,24.03
2026-01-01 10:02:00,24.21
2026-01-01 10:03:00,24.11
2026-01-01 10:04:00,23.82
2026-01-01 10:05:00,23.6
2026-01-01 10:06:00,23.51
2026-01-01 10:07:00,23.67
2026-01-01 10:08:00,23.46
2026-01-01 10:09:00,23.78
2026-01-01 10:10:00,23.84
2026-01-01 10:11:00,23.47
2026-01-01 10:12:00,23.72
2026-01-01 10:13:00,23.5
2026-01-01 10:14:00,23.78
2026-01-01 10:15:00,23.97
2026-01-01 10:16:00,23.82
2026-01-01 10:17:00,23.93
2026-01-01 10:18:00,23.06
2026-01-01 10:19:00,23.55
2026-01-01 10:20:00,23.8
2026-01-01 10:21:00,23.93
2026-01-01 10:22:00,23.02
2026-01-01 10:23:00,23.71
2026-01-01 10:24:00,24.11
2026-01-01 10:25:00,23.54
2026-01-01 10:26:00,23.56
2026-01-01 10:27:00,23.76
2026-01-01 10:28:00,23.66
2026-01-01 10:29:00,23.82
2026-01-01 10:30:00,23.56
2026-01-01 10:31:00,23.58
2026-01-01 10:32:00,23.19
2026-01-01 10:33:00,23.41
2026-01-01 10:34:00,23.97
2026-01-01 10:35:00,23.37
2026-01-01 10:36:00,23.37
2026-01-01 10:37:00,23.22
2026-01-01 10:38:00,23.72
2026-01-01 10:39:00,23.04
2026-01-01 10:40:00,23.73
2026-01-01 10:41:00,22.98
2026-01-01 10:42:00,22.91
2026-01-01 10:43:00,23.4
2026-01-01 10:44:00,23.35
2026-01-01 10:45:00,23.4
2026-01-01 10:46:00,23.69
2026-01-01 10:47:00,23.09
2026-01-01 10:48:00,23.41
2026-01-01 10:49:00,22.86
2026-01-01 10:50:00,23.71
2026-01-01 10:51:00,23.44
2026-01-01 10:52:00,23.38
2026-01-01 10:53:00,23.23
2026-01-01 10:54:00,22.82
2026-01-01 10:55:00,22.99
2026-01-01 10:56:00,23.3
2026-01-01 10:57:00,23.08
2026-01-01 10:58:00,23.12
2026-01-01 10:59:00,22.51
2026-01-01 11:00:00,23.11
2026-01-01 11:01:00,22.74
2026-01-01 11:02:00,22.57
2026-01-01 11:03:00,22.92
2026-01-01 11:04:00,22.23
2026-01-01 11:05:00,23.23
2026-01-01 11:06:00,23.27
2026-01-01 11:07:00,22.9
2026-01-01 11:08:00,22.5
2026-01-01 11:09:00,22.5
2026-01-01 11:10:00,22.81
2026-01-01 11:11:00,21.88
2026-01-01 11:12:00,22.9
2026-01-01 11:13:00,23.08
2026-01-01 11:14:00,22.67
2026-01-01 11:15:00,22.58
2026-01-01 11:16:00,22.84
2026-01-01 11:17:00,22.89
2026-01-01 11:18:00,23.17
2026-01-01 11:19:00,22.72
2026-01-01 11:20:00,22.42
2026-01-01 11:21:00,22.49
2026-01-01 11:22:00,22.73
2026-01-01 11:23:00,23.27
2026-01-01 11:24:00,22.5
2026-01-01 11:25:00,22.19
2026-01-01 11:26:00,22.24
2026-01-01 11:27:00,21.74
2026-01-01 11:28:00,22.69
2026-01-01 11:29:00,21.99
2026-01-01 11:30:00,22.03
2026-01-01 11:31:00,21.71
2026-01-01 11:32:00,22.04
2026-01-01 11:33:00,22.7
2026-01-01 11:34:00,21.93
2026-01-01 11:35:00,21.74
2026-01-01 11:36:00,22.49
2026-01-01 11:37:00,22.26
2026-01-01 11:38:00,22.56
2026-01-01 11:39:00,22.66
2026-01-01 11:40:00,22.35
2026-01-01 11:41:00,21.81
2026-01-01 11:42:00,22.26
2026-01-01 11:43:00,22.5
2026-01-01 11:44:00,22.05
2026-01-01 11:45:00,21.69
2026-01-01 11:46:00,22.69
2026-01-01 11:47:00,22.06
2026-01-01 11:48:00,22.05
2026-01-01 11:49:00,22.2
2026-01-01 11:50:00,22.59
2026-01-01 11:51:00,22.26
2026-01-01 11:52:00,22.01
2026-01-01 11:53:00,22.4
2026-01-01 11:54:00,22.96
2026-01-01 11:55:00,22.64
2026-01-01 11:56:00,22.34
2026-01-01 11:57:00,21.6
2026-01-01 11:58:00,23.54
2026-01-01 11:59:00,21.54
2026-01-01 12:00:00,21.85
2026-01-01 12:01:00,21.7
2026-01-01 12:02:00,22.62
2026-01-01 12:03:00,22.12
2026-01-01 12:04:00,21.36
2026-01-01 12:05:00,22.02
2026-01-01 12:06:00,22.11
2026-01-01 12:07:00,21.75
2026-01-01 12:08:00,21.37
2026-01-01 12:09:00,21.55
2026-01-01 12:10:00,21.65
2026-01-01 12:11:00,21.82
2026-01-01 12:12:00,21.58
2026-01-01 12:13:00,22.07
2026-01-01 12:14:00,21.38
2026-01-01 12:15:00,21.05
2026-01-01 12:16:00,21.43
2026-01-01 12:17:00,22.24
2026-01-01 12:18:00,21.46
2026-01-01 12:19:00,22.61
2026-01-01 12:20:00,21.85
2026-01-01 12:21:00,21.17
2026-01-01 12:22:00,21.28
2026-01-01 12:23:00,21.7
2026-01-01 12:24:00,21.11
2026-01-01 12:25:00,22.51
2026-01-01 12:26:00,21.15
2026-01-01 12:27:00,21.8
2026-01-01 12:28:00,22.1
2026-01-01 12:29:00,21.45
2026-01-01 12:30:00,21.08
2026-01-01 12:31:00,21.35
2026-01-01 12:32:00,21.59
2026-01-01 12:33:00,21.78
2026-01-01 12:34:00,21.43
2026-01-01 12:35:00,20.83
2026-01-01 12:36:00,21.39
2026-01-01 12:37:00,21.09
2026-01-01 12:38:00,20.47
2026-01-01 12:39:00,21.04
2026-01-01 12:40:00,20.73
2026-01-01 12:41:00,21.52
2026-01-01 12:42:00,22.05
2026-01-01 12:43:00,22.0
2026-01-01 12:44:00,21.01
2026-01-01 12:45:00,21.03
2026-01-01 12:46:00,21.48
2026-01-01 12:47:00,21.61
2026-01-01 12:48:00,21.0
2026-01-01 12:49:00,21.09
2026-01-01 12:50:00,22.02
2026-01-01 12:51:00,21.07
2026-01-01 12:52:00,20.91
2026-01-01 12:53:00,21.13
2026-01-01 12:54:00,21.3
2026-01-01 12:55:00,20.64
2026-01-01 12:56:00,20.93
2026-01-01 12:57:00,20.55
2026-01-01 12:58:00,20.89
2026-01-01 12:59:00,21.73
2026-01-01 13:00:00,21.26
2026-01-01 13:01:00,20.91
2026-01-01 13:02:00,20.56
2026-01-01 13:03:00,20.79
2026-01-01 13:04:00,21.32
2026-01-01 13:05:00,20.66
2026-01-01 13:06:00,21.44
2026-01-01 13:07:00,20.3
2026-01-01 13:08:00,20.71
2026-01-01 13:09:00,21.51
2026-01-01 13:10:00,19.99
2026-01-01 13:11:00,21.26
2026-01-01 13:12:00,20.02
2026-01-01 13:13:00,20.71
2026-01-01 13:14:00,20.66
2026-01-01 13:15:00,21.04
2026-01-01 13:16:00,19.44
2026-01-01 13:17:00,19.91
2026-01-01 13:18:00,20.44
2026-01-01 13:19:00,20.66
2026-01-01 13:20:00,20.27
2026-01-01 13:21:00,20.53
2026-01-01 13:22:00,20.12
2026-01-01 13:23:00,20.42
2026-01-01 13:24:00,20.23
2026-01-01 13:25:00,20.65
2026-01-01 13:26:00,20.77
2026-01-01 13:27:00,21.09
2026-01-01 13:28:00,20.24
2026-01-01 13:29:00,20.36
2026-01-01 13:30:00,20.49
2026-01-01 13:31:00,20.34
2026-01-01 13:32:00,20.42
2026-01-01 13:33:00,19.8
2026-01-01 13:34:00,20.55
2026-01-01 13:35:00,20.02
2026-01-01 13:36:00,19.99
2026-01-01 13:37:00,19.72
2026-01-01 13:38:00,20.81
2026-01-01 13:39:00,20.27
2026-01-01 13:40:00,20.77
2026-01-01 13:41:00,20.4
